SSOP,TAP,EX,PIMS Punch,SPIE,NR13,SIG,TagLines,TOOLs,TRAINING,CTO,F.Status,Primeiro Description
5336-512,NOK,OK,OK,NOK,OK,NOK,NOK,NOK,OK,OK,NOK,BILGE WATER SETTLING TANK AND AUX BILGE PUMP (B-5330509A/B & TQ-5330501 & TQ-5300509)
5336-513,NOK,OK,OK,OK,OK,NOK,NOK,NOK,OK,Check,NOK,"FORE CASTLE BILGE WELL, DRAINAGE PUMPS (B-5330512A/B) AND FWD OFFLOADING STATION DRAINAGE PNEUMATIC PUMP(B-5330505)"
5336-514,NOK,OK,OK,OK,OK,NOK,NOK,NOK,OK,OK,NOK,UPPER RISER BALCONY DRAINAGE BOX & PUMPS (B-5320501A/B/C/D)
5336-515,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,AFT OFFLOADING STATION DRAINAGE PNEUMATIC PUMP(B-5330506) AND COFFERDAM PNEUMATIC DRAINAGE PUMPS(B-5330510A/B)
5336-516,NOK,OK,OK,OK,OK,OK,NOK,NOK,OK,OK,NOK,"MAIN DECK DRAINAGE BOX, PUMPS & HEADER (B-5330508A/B/C/D/E/F/G)"
5336-517,OK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,PORTABLE PNEUMATIC PUMPS FOR HULL DRAINAGE
5423-501,NOK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,OK,NOK,FIREWATER PUMP A (UB-5420501A & B-UB-5420501A-01) AND RING MAIN HEADER
5423-502,NOK,OK,OK,NOK,OK,NOK,OK,OK,NOK,OK,NOK,FIREWATER PUMP B (UB-5420501B & B-UB-5420501B-01)
5423-503,NOK,OK,OK,NOK,OK,NOK,OK,OK,NOK,OK,NOK,FIREWATER PUMP C (UB-5420501C & B-UB-5420501C-01)
5423-504,NOK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,OK,NOK,FIREWATER PUMP D (UB-5420501D & B-UB-5420501D-01)
5423-508,NOK,OK,OK,NOK,OK,OK,OK,OK,NOK,Check,NOK,WATER MIST SYSTEM FOR EGR （UG-5261501）
5423-509,NOK,OK,OK,NOK,OK,OK,OK,OK,NOK,Check,NOK,WATER MIST SYSTEM FOR AGR （UG-5262501）
5423-510,NOK,OK,OK,NOK,OK,NOK,OK,OK,NOK,OK,NOK,WATER MIST SYSTEM FOR HGR （UG-5262502）
5423-511,NOK,OK,OK,OK,OK,OK,NOK,NOK,NOK,OK,NOK,FIRE WATER DISTRIBUTION GROUP 1
5423-512,NOK,OK,OK,OK,OK,OK,NOK,NOK,NOK,OK,NOK,FIRE WATER DISTRIBUTION GROUP 2
5423-513,NOK,OK,OK,OK,OK,OK,NOK,NOK,NOK,OK,NOK,FIRE WATER DISTRIBUTION GROUP 3
5423-514,NOK,OK,OK,OK,OK,OK,NOK,NOK,NOK,Check,NOK,FIRE WATER DISTRIBUTION GROUP 4
5423-527,NOK,OK,OK,NOK,OK,OK,OK,NOK,NOK,OK,NOK,ADV FOR AFT OFFLOADING STATION AND BATTERY ROOM BULKHEAD(ADV-5423001U)
5423-528,NOK,OK,OK,NOK,OK,OK,OK,NOK,NOK,Check,NOK,ADV FOR FWD OFFLOADING STATION (ADV-5423001T)
5423-529,NOK,OK,OK,OK,OK,OK,NOK,NOK,OK,OK,NOK,FIRE WATER FOR M-15B AREA
5424-501,NOK,OK,NOK,NOK,OK,NOK,NOK,NOK,NOK,OK,NOK,FOAM SUPPLY SKID AND DISTRIBUTION (Z-5424501)
5424-502,NOK,OK,OK,NOK,OK,NOK,NOK,NOK,NOK,OK,NOK,FOAM SUPPLY FOR HELIDECK (Z-5424502 & Z-5424503 & Z-5424504)
5424-503,NOK,OK,OK,NOK,OK,OK,NOK,NOK,NOK,OK,NOK,FOAM MONITOR
5424-504,NOK,OK,OK,NOK,OK,OK,NOK,NOK,NOK,OK,NOK,"FOAM DISTRIBUTION - N1-101A, N1-101B AND N1-101C AREA"
5424-505,NOK,OK,OK,NOK,OK,OK,NOK,NOK,NOK,OK,NOK,"FOAM DISTRIBUTION - N1-101D, N1-101E, N1-101F AND N1-101G AREA"
5424-506,NOK,OK,OK,NOK,OK,OK,NOK,NOK,NOK,OK,NOK,"FOAM DISTRIBUTION - N1-101H, N1-101J AND N1-101K AREA"
5424-507,NOK,OK,OK,NOK,OK,OK,NOK,NOK,NOK,OK,NOK,"FOAM DISTRIBUTION - N1-101L, N1-101M AND N1-101N AREA"
5424-508,NOK,OK,OK,NOK,OK,OK,NOK,NOK,NOK,OK,NOK,FOAM DISTRIBUTION - N1-101P AND N1-101R AREA
5424-509,NOK,OK,OK,NOK,OK,NOK,OK,NOK,NOK,OK,NOK,TOPSIDE DECK FOAM SYSTEM AND DISTRIBUTION (Z-5424505)
5425-501,NOK,OK,OK,OK,OK,NOK,NOK,OK,NOK,OK,NOK,CENTRAL IG-541 STORAGE (CN-5425501A/B)
5425-502,NOK,OK,OK,OK,OK,NOK,OK,OK,NOK,OK,NOK,FORECASTLE CENTRAL IG-541 STORAGE (CN-5425503A/B)
5425-503,NOK,OK,OK,OK,OK,OK,OK,OK,NOK,OK,NOK,CENTRAL IG-541 FOR HPU ROOM
5425-504,NOK,OK,OK,OK,OK,OK,OK,OK,NOK,Check,NOK,CENTRAL IG-541 FOR ESSENTIAL PANEL ROOM
5425-505,NOK,OK,OK,OK,OK,OK,OK,OK,NOK,Check,NOK,CENTRAL IG-541 FOR  HULL TRANSFORMER ROOM
5425-506,NOK,OK,OK,OK,OK,OK,OK,OK,NOK,Check,NOK,CENTRAL IG-541 FOR HULL NORMAL PANEL ROOM 1
5425-507,NOK,OK,OK,OK,OK,OK,OK,OK,NOK,OK,NOK,CENTRAL IG-541 FOR PURIFIER ROOM-ENGINE ROOM-6TH DECK
5425-508,NOK,OK,OK,OK,OK,NOK,OK,OK,NOK,Check,NOK,CENTRAL IG-541 FOR HULL TRANSFORMERS ROOM 2
5425-509,NOK,OK,OK,OK,OK,OK,OK,OK,NOK,Check,NOK,FORECASTLE CENTRAL IG-541 FOR INERT GAS GENERATOR ROOM
5425-510,NOK,OK,OK,OK,OK,OK,NOK,OK,NOK,Check,NOK,FORECASTLE CENTRAL IG-541 FOR FWD PAINT SHOP
5425-511,NOK,OK,OK,OK,OK,OK,NOK,OK,NOK,Check,NOK,FORECASTLE CENTRAL IG-541 FOR FWD PAINT STORE
5425-518,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CO2 VENT POST SNUFFING SYSTEM （CN-5425504A/B/C/D）
5425-519,NOK,OK,OK,OK,OK,NOK,OK,OK,NOK,OK,NOK,WET CHEMICAL FOR GALLEY
5425-520,NOK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,OUTDOOR OPEN/CLOSE STATUS
5431-501,NOK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,LIFE SAVING EQUIPMENT
5431-502,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,LIFE RAFT & DAVITS
5431-503,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,LIFEBOAT A & DAVIT
5431-504,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,LIFEBOAT B & DAVIT
5431-505,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,LIFEBOAT C & DAVIT
5431-506,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,LIFEBOAT D & DAVIT
5431-507,OK,OK,OK,NOK,OK,NOK,OK,NOK,OK,OK,NOK,RESCUE BOAT & DAVIT
5511-501,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,POB SYSTEM PANEL AND WORKSTATIONS
5511-502,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,POB FOR ACCOMMODATION
5511-503,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,POB FOR ENGINE ROOM
5511-504,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,POB FOR MAIN DECK
5511-505,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,POB FOR FORECASTLE
5511-506,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,POB FOR M-15B
5511-507,NOK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,IT EQUIPMENT-COMPUTERS&PRINTERS FOR LQ
5511-508,OK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,IT EQUIPMENT-COMPUTERS&PRINTERS FOR M15B
5511-509,NOK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,"IT EQUIPMENT-TABLETS, SMARTPHONES AND GLASSES"
5512-501,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,Check,NOK,SATELLITE MAIN
5512-502,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,Check,NOK,SATELLITE BACK UP
5512-503,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,LTE RADIO LINK
5512-504,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,INFRASTRUCTURE FOR SUBMARINE OPTIC NETWORK
5513-501,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,VIDEOCONFERENCE SYSTEM-A409 MEETING ROOM 1
5513-502,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,VIDEOCONFERENCE SYSTEM-A418 MEETING ROOM 2
5513-503,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,VIDEOCONFERENCE SYSTEM-A715 INFIRMARY
5513-504,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,VIDEOCONFERENCE SYSTEM-A403 CCR
5513-505,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,VIDEOCONFERENCE SYSTEM-A427 AUDITORIUM ROOM
5514-501,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CCTV PANEL CTV-5514501 AND WORKSTATION
5514-502,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PORTABLE WI-FI CAMERA
5514-503,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CCTV CAMERAS FOR ACCOMMODATION
5514-504,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,CCTV CAMERAS FOR ENGINE ROOM
5514-505,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CCTV CAMERAS FOR MAIN DECK UNDER MODULE
5514-506,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CCTV CAMERAS FOR FORECASTLE AND RISER BALCONY
5514-507,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,VOICE AND VIDEO RECORDER FOR EPTA-M
5514-508,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CCTV CAMERAS TOPSIDE M15B
5515-501,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,UHF ACTIVE REPEATER PANEL AND NETWORK FOR HULL
5515-502,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,Check,NOK,OPERATIONAL RADIO FOR RADIO ROOM
5515-503,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,Check,NOK,OPERATIONAL RADIO FOR CCR
5515-504,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,OPERATIONAL RADIO TOPSIDE M15B
5515-505,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,Check,NOK,OPERATIONAL RADIO FOR OTHER AREAS
5515-506,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,Check,NOK,GMDSS SYSTEM
5515-507,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,GMDSS PORTABLE EQUIPMENT
5515-508,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,AIS SYSTEM
5515-509,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,UHF & VHF PORTABLE RADIOS
5515-510,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,AERONAUTICS VHF SYSTEM
5515-511,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PORTABLE AERONAUTICS VHF SYSTEM
5515-512,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,SART
5515-513,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,Check,NOK,EPIRB
5515-514,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PULL IN VHF RADIO SYSTEM
5516-501,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,TELEPHONY PABX
5516-502,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,TELEPHONY INDUSTRIAL NETWORK FOR HULL
5516-503,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,TELEPHONY NETWORK TOPSIDE M15B
5516-504,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,Check,NOK,TELEPHONY SATELLITAL
5516-505,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,IP TELEPHONE AT HULL
5517-501,NOK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,STRUCTURED ELECTRICAL CABLING FOR ACCOMMODATION
5517-502,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,STRUCTURED ELECTRICAL CABLING FOR ENGINE ROOM
5517-503,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,STRUCTURED OPTICAL CABLING
5517-504,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,DATA NETWORK DEVICES - WAN AND CORE SWITCHES
5517-505,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,DATA NETWORK DEVICES - LAN ACCESS SWITCHES
5517-506,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,WLAN AT HULL ACCOMMODATION
5517-507,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,WLAN AT HULL ENGINE ROOM
5517-508,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,WLAN AT HULL MAIN DECK
5517-509,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,DATA NETWORK DEVICES TOPSIDE M15B
5517-510,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,STRUCTURED FTP AND OPTICAL CABLING FOR M15B
5517-511,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,WLAN NETWORK TOPSIDE M15B
5517-512,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,WLAN AT FORECASTLE
5517-513,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,IT EQUIPMENT - CORPORATE SERVERS AND STORAGE
5517-514,OK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,IT EQUIPMENT - DMZ SERVERS AND STORAGE
5518-501,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA A CORE EQUIPMENT PANEL
5518-502,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA B CORE EQUIPMENT PANEL
5518-503,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA AU AT HULL AND M15B
5518-504,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA A LOOP FROM CJE-5518502A
5518-505,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,PAGA A LOOP FROM DGI-5518501A AMP A01&A02
5518-506,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,PAGA A LOOP FROM DGI-5518501A AMP A03&A04
5518-507,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA A LOOP FROM DGI-5518501A AMP A05&A06
5518-508,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA B LOOP FROM CJE-5518502B
5518-509,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,PAGA B LOOP FROM DGI-5518501B AMP B01&B02
5518-510,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,PAGA B LOOP FROM DGI-5518501B AMP B03&B04
5518-511,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA B LOOP FROM DGI-5518501B AMP B05&B06
5518-512,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,PAGA  ACU
5518-513,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,PAGA A LOOP FROM CDI-5518019A AMP A30&A32 AND CJE-5518019A  FOR M15B
5518-514,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,PAGA B LOOP FROM CDI-5518019B AMP B30&B32  AND CJE-5518019B  FOR M15B
5518-515,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA A LOOP FROM DGI-5518501A AMP A07 & A08
5518-516,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA A LOOP FROM DGI-5518501A AMP A09 & A10
5518-518,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA B LOOP FROM DGI-5518501B AMP B07 & B08
5518-519,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,PAGA B LOOP FROM DGI-5518501B AMP B09 & B10
5519-501,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,Check,NOK,TVRO MAIN PANEL
5519-502,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,TVRO NETWORK
5519-503,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,TVRO DEVICE
5519-504,NOK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,UHF TV
5520-501,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,HULL CSS PANEL PN-5520501
5520-502,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CSS REMOTE I/O PANEL PN-5520502
5520-503,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CSS REMOTE I/O PANEL PN-5520503
5520-504,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CSS REMOTE I/O PANEL PN-5520504
5520-505,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CSS REMOTE I/O PANEL PN-5520505
5520-506,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CSS REMOTE I/O PANEL PN-5520506
5520-507,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,CSS REMOTE I/O PANEL PN-5520507
5521-501,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,Check,NOK,ENVIRONMENTAL DEVICES AND NETWORK
5522-501,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - M-15B
5522-502,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - ACCOMMODATION - LQ MAIN DECK
5522-503,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - ACCOMMODATION - A DECK
5522-504,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - ACCOMMODATION - B DECK
5522-505,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - ACCOMMODATION - C DECK
5522-506,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,Check,NOK,F&G DETECTION - ACCOMMODATION - D DECK
5522-508,OK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,F&G DETECTION - ACCOMMODATION - F DECK
5522-509,OK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,F&G DETECTION - ACCOMMODATION - TOP DECK
5522-510,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - ENGINE ROOM
5522-511,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - HULL MAIN DECK
5522-512,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - FORECASTLE DECK
5522-513,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,F&G DETECTION - BALCONEY
5522-520,NOK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM (AFDS)
5522-521,NOK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 1
5522-522,NOK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 2
5522-523,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 3
5522-524,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 4
5522-525,NOK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 5
5522-526,NOK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 6
5522-527,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 7
5522-528,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 8
5522-529,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 9
5522-530,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 10
5522-531,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 11
5522-532,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 12
5522-533,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 13
5522-534,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 14
5522-535,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 15
5522-536,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 16
5522-537,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 17&18
5522-538,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 19&20
5522-539,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ADDRESSABLE FIRE DETECTION SYSTEM LOOP 21&22
5523-501,OK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,HULL ELECTRO-OPTICAL CONVERSION PANEL PN-5523505
5523-502,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,HULL SOS CLUSTERS PANEL PN-5523508
5523-503,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,"HULL STRUCTURAL TANKS LEVEL, INTERFACE, PRESSURE AND TEMPERATURE MONITORING SYSTEMS (HSTS)"
5523-504,OK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,MACHINERY MONITORING SYSTEM (MMS)
5523-505,NOK,OK,NOK,OK,OK,OK,OK,OK,NOK,OK,NOK,HULL STRUCTURE HEALTH MONITORING SYSTEM (HSHMS)
5523-506,OK,OK,NOK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,HULL CPU PANEL PN-5500516
5524-501,OK,OK,NOK,OK,OK,NOK,OK,NOK,OK,OK,NOK,SUBSEA AND RESERVOIR MONITORING SYSTEM
5525-501,NOK,OK,OK,OK,OK,OK,NOK,NOK,NOK,OK,NOK,TANK HYDROCARBON GAS SAMPLING SYSTEM
5525-502,NOK,OK,NOK,OK,OK,OK,NOK,NOK,NOK,OK,NOK,TANK OXYGEN SAMPLING SYSTEM
5525-503,NOK,OK,OK,OK,OK,OK,NOK,NOK,NOK,OK,NOK,PORTABLE GAS CHROMATOGRAPH SYSTEM-M15B
5537-501,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,Check,NOK,POSITIONING AND NAVIGATION SYSTEM
5537-502,NOK,OK,NOK,OK,OK,NOK,OK,NOK,NOK,Check,NOK,POSITIONING REFERENCE SYSTEM FOR STERN
5537-503,NOK,OK,OK,OK,OK,NOK,OK,NOK,NOK,OK,NOK,POSITIONING REFERENCE SYSTEM FOR BOW
5591-501,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,STRUCTURED ELECTRICAL CABLING FOR AUTOMATION NETWORK HULL
5591-502,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,STRUCTURED OPTICAL CABLING FOR AUTOMATION NETWORK HULL
6410-501,NOK,OK,NOK,NOK,OK,NOK,OK,NOK,NOK,OK,NOK,DIESEL OIL AND FRESHWATER HOSE REEL A (PN-Z-5100501A)
6410-502,NOK,OK,NOK,NOK,OK,NOK,OK,NOK,NOK,OK,NOK,DIESEL OIL AND FRESHWATER HOSE REEL B (PN-Z-5100501B)
6650-501,OK,OK,OK,OK,OK,OK,OK,NOK,NOK,OK,NOK,"DRAUGHT, TRIM AND HEEL TRANSMITTER"
6654-501,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,AFT TOWING RETRIEVAL WINCH(GN-1350501A/B)
6654-502,NOK,OK,OK,OK,OK,OK,OK,NOK,OK,OK,NOK,FWD TOWING RETRIEVAL WINCH(GN-1350502A/B)
8215-501,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,HOSPITAL SYSTEM
8221-501,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,CENTRAL CONTROL ROOM
8224-501,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,MECHANICAL WORKSHOP EQUIPMENT
8224-502,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,INSTRUMENT WORKSHOP EQUIPMENT
8224-503,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,ELECTRICAL WORKSHOP EQUIPMENT
8224-505,OK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,WELDING WORKSHOP EQUIPMEN
8224-506,OK,OK,OK,OK,OK,NOK,OK,OK,OK,OK,NOK,PSV WORKSHOP EQUIPMENT
8230-501,NOK,OK,OK,OK,OK,NOK,OK,NOK,OK,OK,NOK,LAUNDRY ROOM
8237-501,NOK,OK,NOK,OK,OK,NOK,OK,NOK,OK,OK,NOK,GALLEY ROOM/MESS ROOM AND OTHERS
